,evaluation,0
2991,这次购买微鲸的经历，相当懊恼！投诉无门。电视到家当天晚上发现漏光的问题，三大块区域严重漏光，局部小范围漏光，第二天打电话，过了两天所谓的微鲸售后工程师上门（就是县城小家电里的维修工）然后他联系了我，再然后他也没上门还是联系的其他人上门 经过检测 符合换机条件，接下来就是漫长的等待， 每隔三五天打电话催，售后说您的电视符合换机条件，鉴定报告没问题，再然后就是一拖再拖，想不到的是 拖了 二十多天 最后又来两个人，说不符合换机，真是RI了狗了。 这就是微鲸的售后和所谓的电视品质。今天我又发现遥控失灵 气炸了 气炸了，准备撰稿 写一篇微鲸的 使用报告 各个细节 以及体验，包括售后！ 如此玩弄消费者与鼓掌间！ 大家慎买 足够让你悔青肠子，现在水军太多，切莫被水军的好评欺骗！败坏国产名声的微鲸 差差差差差差,负面
2421,好用，便宜很多，遥控操作方便，就是太卡了，开机慢,负面
125,挺不错的，价钱实惠,负面
515,发货速度还是不错的，电视也拿出来看了，感觉还行，希望能用久点吧,正面
3805,"618想换个电视，因为看的少主要给父母看，就想换个便宜的，锁定小米4a，kktv55max,暴风tv55B，微鲸55dk，618当天，小米4a 55寸二六六6，55max二五一9，暴风55B二五四9，微鲸一分钱没降二九99，看了暴风的评价质量真不怎么样，kktv看评价比较卡，cpu频率1.0g，并且型号不明确，最后还是下单小米4a，结果晚上才发现小米4a没有3.5mm耳机接口，不能用我得书架音箱，退单小米4a，下单微鲸，虽然贵250块钱，语音遥控器加多的8g存储及828cpu，差不多也这个价了。 说说性能，低端就是低端，屏幕色彩比较暗淡，音箱效果没有重音，就是个能发声的喇叭，蓝牙语音遥控器长时间不用按第一下会没反应，可能跟低功耗有关，语音识别跟小米比还是差点，只能搜东西，关机都不行，内容方面宣传很多实际上还比不上第三方聚合的内容，好的方面就是安装软件方便，官方给了几种方便安装app的途径，比其他厂家屏蔽app安装良心多咯，系统操作基本流畅，但偶尔还是有点卡顿，特别是在直播软件中，cpu频率还是太低了，系统流畅度跟同事小米3s差远了。",负面
1198,第二次买，送人的，不错,正面
1740,挺好的，暂时用着没问题,正面
1929,开机有点慢，用起来还行,负面
1926,开机有点慢,负面
2611,小电视，买给小孩看的，刚开机蛮卡的等了一分多钟后来直接按的页面键进去的，二是有广告，最差劲的是广告的音量比我们正常看电视的音量高，你必须先把音量按小等过了广告后再把音量调高，第三蛮厚的挂墙不合适！唯一选择的理由是买给孩子看的过度品，别那个8g的内存啊因为只有1g的运行内存所以基本是摆设，速度不如专门的电视盒子，如果只是过渡期品的话不是很注重体验可以入手,负面
1297,还是可以送货快,负面
4090,一直在很多电视机之间选择，最后还是选择了微鲸，毕竟硬件上的差距还是拉开同档次的竞品不少，前面就知道这个牌子当时的价格比现在还便宜。。。没想到这个还能涨价的，不过也好，保值。希望不要漏光。硬件肯定没得说。就希望网络能好一点。资源丰富一点。售后稳一点。,负面
589,安装及时到位,负面
618,快递第二天就到家，超快，快递小哥很礼貌程序走很负责，检查屏幕，通电查看一下，没毛病，挺好的，里面的功能还没有仔细的看，需要研究一下，都是风行自己的系统，然后他送的金卡非常有必要可以看4K电视，显示清晰度还可以，第一次在京东买东西，分期买的还是比较给力的，总体还是物有所值，值得购买，就看能不能看一年了，希望可以。,负面
2849,电视大小可以～发货也挺快～不过今天一看降价了，特别不爽，说是七天内补差价，过了七天不给补～心情不愉快～差评差评～今天看了一下一起买的别的几家七夕做活动都降价了，都给补了差价～好吧，人家规矩严格些，也只能怪我自己买早了呗～大家买的时候看看日子哈～特别是买完了七天内天天关注看有没有降价，因为说不定第五天就降价了，只是你不知道而已就这么错过了～因为人家不会主动告诉你的，哈哈?,正面
160,实惠值得购买，性价比高，下次再光顾,负面
1535,发货速度快，把奶奶接来了，闷得慌，我很着急啊，买了这台电视，很快就收到了！电视质量不错，每天从早上打开，到晚上睡觉，不卡顿，不死机，虽然暂时借的网，但依然很流畅。这个系统和界面都很简约，不花哨，奶奶学习两天，已可独自操作了。另外，宝宝才四个月大，不过一放起卡通片也是看得咿咿呀呀的，呵呵，我抽空看了两部电影，战狼，摔跤吧爸爸，效果不错。很满意，价格公道，质量可靠。,负面
1984,买这款主要是冲4K屏和性比价来的 开机后仔细看了一下屏幕 颗粒感比一般电视的要小的多 也没有出现其他网友所说的漏光现象 硬件上面由于才使用还没什么感觉 先使用一段时间在来评价,负面
83,老家乡里的电视被小娃娃弄坏了，一直都想换一个新电视 在京东上看了又看等到双十一的时候也没下手心里还有些后悔 直到前几天看到风行电视在搞活动果断下单 昨晚师傅送货到家安装好了 电视效果不错 清晰 声音洪亮 物美价廉 希望风行能够越做越好 越做越大,负面
4191,第二次买微鲸的产品，主要还是看了之前哔哩哔哩上面的比较。最后在和小米电视之间选了微鲸。在软件方面没有太大问题，因为微鲸本身就是电视猫的定制版，软件安装也没有太多问题，非常方便。但是有一点觉得略微小失望，就是原本写支持HDR，但是好像不知道如何在系统里面打开…如果没有HDR虽然也没有影响，但是一开始不宣传就可以了…,负面
3470,并没有智能语音 遥控器上本该是语音的那个按钮是静音键 亮度略低 但是瑕不掩瑜还是挺不错的,负面
2728,看起来是挺好的啊，可我第二次开机就卡这界面至少三分钟，可这还不是最离谱，最离谱是昨晚看电视时候，第一集切换第二集的时候，只有声音没画面，还要我用遥控退出，重新选择进入才有画面，我对此相当的无语，入手才两天啊 让人更不爽的是，说有语言识别，遥控要自己选配，就像你请我吃饭，你只有饭没菜，菜要自己花钱买一样,负面
455,不错……看起来很大气……,负面
1521,非常不错,正面
75,送给姐姐乔迁新居的礼物，今天到货并安装好了。京东服务非常细心，电视也完好正常，姐姐很满意!,负面
2195,只能说一般，无论画质还是功能，都没有T某L好，为了便宜选择了它，有点失望，应用那里竟然不能搜索电视猫软件，等于没有直播可以看，除非链接有线广播电视，介意的朋友谨慎购买，虽然说7天无理由退货，可运费贵的离谱，也就没理了,负面
3439,开关机太麻烦，很慢。待机唤醒不能直接进入指定信号源输入很不方便。网速也很一般加载视频不够快。,正面
249,挺好的，老人看听清楚,正面
1054,挺好的，快递很快，服务周到，好评,正面
1542,外观漂亮，画面清晰，家人很喜欢,正面
3360,电视机清晰度不错，开机有点慢，自带看片软件里绝大多数电影、电视剧都需要白金 会员，不知道一年以后咋办？？？,负面
1692,性价比比较高、看了几天了、没发现毛病、智能电视无广告,正面
2034,看了一段时间了，屏幕变的有点弯曲，不知道是不是因为屏幕太薄的原因，成一个鼓面了，还有两回看了几集电视剧遥控器对电视没有反应了，强制关机再打开才好的。安装人员安装调试时有一个螺丝短了，说等有空再来给上上，是有一次给我打电话来给我弄，可是我没在家，再就没联系过我。功能跟清晰度还是没的说的，反应也可以。总之没那么完美，只希望能用的住就好。,负面
614,不错，东西性价比很好，不愧是大品牌，飞利浦的，值得拥有。,负面
3192,不错，挺清晰的，系统也流畅，只是感觉语音功能有待提高，稍微复杂谢就听不懂,正面
